,reviews,stars,date,country
81,"✅ Trip Verified | Keflavík, Iceland to London Heathrow on an A320 in Business Class. The journey got off on an unpleasant note - the Business Class line at Keflavík was so long that it looked like an Economy Class check-in. It took over 30 mins to get through. There was no lounge access offered. The boarding process was well handled. British Airways Business Class seats for the Club Europe product are terrible - exactly the same as Economy with the middle seat left vacant. You don't even get extra pitch. What made the overall product tolerable were the good onboard service and the inflight WiFi. Also the fact that the flight leaves at a convenient mid-morning time of 10:40 am.",6,31st July 2023,United Kingdom
82,"✅ Trip Verified | Terrible Experience with British Airways. I booked a flight with BA to travel from Gibraltar to London Heathrow on May 10, 2023. My flight was scheduled to leave at 4:00 p.m. in the afternoon. I had originally planned on leaving my luggage at Heathrow upon arrival and travelling to visit and overnight at my cousin's place. En route to GIB airport a few hours prior to departure, I checked my flight details and found out that my flight had been cancelled. I had a connecting flight booked with Westjet from London Heathrow to Vancouver the following day and I had to make that flight, so it was imperative that I got to London. I checked the BA website and couldn't find any other flights with them that would work, so unfortunately I made the mistake of requesting a refund. I managed to find a flight out of Malaga that got me into London just after 10:00 p.m. so I booked that and then called British Airways as I wanted to discuss compensation. That's when they advised me that because I had requested a refund (they used the phrase ""abandoned"" travel with them), they were not prepared to do anything for me. Apparently, I should have called them first, and then they would have made the arrangements. Of course they don't explain that on their website - they just ask if you want a refund and then proceed. And even when I plead my case with the agent at Malaga airport and then followed up with Customer Relations several times via email, they flat out refused to budge. I had used a travel voucher to cover the cost of my flight and had used Avios to cover the cost of my checked baggage, so in other words no out of pocket costs for the trip. Once this incident happened, I ended up spending 660 euros in airfare and checked baggage charges to get to London from Malaga (i.e., different airport than the one I had originally booked from). And because the luggage storage facility at Heathrow had closed by the time I eventually arrived, I ended up booking a night at a hotel since I couldn't travel by train to my cousin's place any longer (3 bags in tow) and I didn't want to put him out and have him drive to the airport to pick me up. This cost me another £125 in room and meal costs. All BA ended up doing to compensate me was to give me 5,000 free Avios - a mere pittance compared to my out of pocket expenses. Despite trying to explain to them why I requested the refund instead of calling them first, they wouldn't budge. Very easy for them to say what I should have done since they work there and know the rules and they weren't the ones scrambling to find alternative travel arrangements within a few hours. I pointed out that on their website they should simply instruct customers to call them when this situation happens, and that way they would never encounter this problem. My feeling is that they put the refund option out there in the hope that customers will make the mistake I did so they can then wash their hands of the situation and ultimately save money. I've been an Executive Club member for years and they simply didn't care. They said there was nothing they could do. I'm sure if one of the BA executive's friends or family members had gone through this, staff there would have been given the instruction to make things right. I used to be a fan of BA but they have really gone downhill in my opinion. Once I used up my remaining Avios and travel credit, I will cancel my Executive Club membership and never fly with them again.",1,29th July 2023,Canada
83,✅ Trip Verified | An airline that lives in their past glory and heading a future of crisis is British Airways. I am not joking we are a family of 7 all in Business Class heading for a Norwegian and Arctic Cruise and they lost 10 of our bags! They will never see me on any of their flights ever a disaster of an airline,1,26th July 2023,United States
84,"✅ Trip Verified |  Check-in Desk rude and dismissive. Flight late but seems the new norm. One world emerald, club world check-in. Staff uncommunicative, did not know what baggage allowance entitled to, once raised (politely) became argumentative and accusatory.",2,26th July 2023,Australia
85,"✅ Trip Verified | I chose British Airways especially because I was going to travel with my niece and nephew, and wanted everything to work well. What a disaster! First, it took me two hours to do the check-in online due to a technical problem. I also had to spend more than 20 minutes in a call to a UK number from my Spanish cell phone because that’s the only service they provide on weekends. Then, at the airport, when there was the boarding time, we had to wait with the rest of the people for almost two hours standing on the line without knowing what was going on. They just told us to wait. Finally we could access the plane. After 40 minutes inside, they told us to leave the plane again and told us the flight had been cancelled. We had to take our luggage and queue again for a couple of hours. Then, do the check in again and wait for another flight to take off, which was again delayed! We spent almost 12 hours at the airport. No information was provided, no solutions were offered. We had to seat in the last raw (when I had paid to seat on the first half of the plane). No money was refunded no apologizes or compensation was given. I also had pre-purchased food and they couldn’t provide the service. All in all, terrible. Never again!",1,25th July 2023,United States
86,"Not Verified | I booked Premium Economy from INV to LAX (via LHR). They notified me of a cancelled flight on my return journey and rebooked me on a flight that my connecting flight arrived too late for! Then they cancelled a flight on my journey to LAX! They then cancelled the rebooked flight on the return journey and rebooking me back on the first flight that they had rebooked me on - the flight that I have no chance of making as my return flight arrives too late into LHR. They re-routed me from LAX to JFK to LHR - which I would have accepted - but they booked the journey in Economy (LAX to JFK) which my husband (6'4"" with a knee injury) - cannot do and now they won't change it - even though they have a direct flight from LAX to LHR with Premium Economy and unacceptable flight allows us 54 mins to transfer flights at JFK - and my husband won't be able to walk slowly, let alone quickly, after enduring the 6-hour flight from LAX to LHR. I have chatted only to have my calls disconnected and I also have online chat which proves I did not accept this re-routed flight to JFK but they won't budge.",1,24th July 2023,Cyprus
87,"✅ Trip Verified | A simple story with an unfortunate outcome that really could happen to anyone. My partner and I recently started working after studying purchased two tickets to travel from London City Airport to Frankfurt. When we purchased the tickets, I mistakenly entered my name twice (e.g. Mr John Smith and Ms John Smith). Little did we know that our 1 simple mistake would cost us over 300 pounds. Upon arriving at the airport we were told there was no way to change the name (apparently they can only change 3 letters where there has been a typo?) and I had no other option to purchase the last remaining ticket if I wanted to board the flight - the price: almost seven times (!) higher than my original ticket. Zero empathy was shown. Zero alternative was offered. Trusting BA's staff and under the pretence that there was apparently no other way we could board the flight we bought this ticket. Immediately after I purchased the ticket I contacted BA's 'Commercial Change Booking Team' and informed them of our situation. The service representative apologised and told me they could have changed the name at the cost of a small fee. He offered to cancel my original ticket and issue me a partial refund then, advising me that I had a claim to the difference and I should contact Customer Support to do so. I told this person several times I wanted to claim the cost of the new ticket and even asked him explicitly if by accepting this offer, I would be denied from claiming the cost of the new ticket. He said no, I could claim the difference. Fair enough - we accepted this offer and lodged a ticket with Customer Support for the difference. Two days later, British Airways Customer Response informed us that we were unable to lodge a claim because we had 'voluntarily accepted the cancellation before the flight'. They've continued to send generic emails until this week, when they just stopped responding. So in short, British Airways misled and deceived my partner into accepting a lowball offer to waive our right to claim a refund. It keeps me up at night thinking how they can do this and get away with it so easily.",1,21st July 2023,United States
88,"✅ Trip Verified |  Flight was delayed due to the inbound flight arriving late. There was no announcement to inform of the delay nor were the sceens updated. When ready to board we were requested to take our seats quickly to help reduce the delay, which people did. The pilot then announced he had received the documents for the wrong flight from ground staff, so we had to wait while they returned to get the right paperwork. After this was resolved, the pilot announced there would be a delay as there was only two push back tractors and we had to wait again. So after rushing to sit quickly, we sat the the aircraft at the gate for nearly one hour, which is longer than the flight takes ! Of course AMS is not BAs home base and it uses contracted staff here, but it should require a better level of service, It was embarrassing hearing the pilot apologise at every step of the way. It’ll be Eurostar for me next time.",4,21st July 2023,Italy
89,"Not Verified |  Fast and friendly check in (total contrast to Gatwick). The contract lounge is comfortable and spacious with a bar and pleasant staff but you have to pay for alcohol after the one free glass of wine. Food best avoided. On board, great crew and dinner was actually good quality and substantial apart from the ""chocolate and orange pot"" that seems to appear on every flight - have they bought up the global stock? The crew were always ready to top up drinks although white wine and beers were lukewarm. The crew explained that the carts are supposed to be chilled - from experience they rarely are. Is dry ice so expensive that BA can't afford it?",8,20th July 2023,United Kingdom
90,"✅ Trip Verified |  Easy check in a T5. Galleries south and North lounges packed, only just able to get a seat. Didn’t stay long as B gates lounge much quieter. Flight boarded smoothly and on time. A380 upper deck. Old club world seating which is beginning to age a little. However, like the large toilets on this aircraft type. Cabin crew were all fantastic. One family had tech issues with their seats and entertainment systems which crew worked hard on though sadly without success. Food and drink options were all very good. Entertainment was good. Overall an enjoyable flight.",8,13th August 2023,Canada
91,"Not Verified |  Flight delayed by an hour, it happens, no biggie. Had us change our gate at the airport, never happened before but I guess it's ok. Gate agent asked us to check our bags and after telling him we would prefer not to do that, he did it anyway. Second gate agent reassigned our seats from exit row to regular which is a huge squeeze my for 6'3"" travel bud. ",2,12th August 2023,United States
92,Not Verified | The staff are very rude and not trained properly. No exceptions are made for children and elderly people. The price of the ticket is very expensive given the distance and the service is extremely extremely poor,2,11th August 2023,Spain
93,✅ Trip Verified |  Good domestic flight operated by BA Cityflyer. Ground service at check-in Edinburgh airport was particularly friendly and helpful. The flight departed on time and arrived earlier than scheduled. A complimentary drink and snack (albeit tiny!) were served. Generally it seems that the quality of the Cityflyer subsidiary is superior to the mainline British Airways flights.,10,8th August 2023,Chile
94,Not Verified | Failed at all basic travel fundamentals: 1) Our flight was delayed. 2) Staff demanded that we check in our carry on luggage even though we met our carry on allowance. The fact that we have a tight bus connection was totally ignored. 3) Staff were quite unpleasant.,1,8th August 2023,United Kingdom
95,"✅ Trip Verified |  They lost my baggage in a very simple situation. It's been three weeks and they don't care, no communication whatsoever. I was at the connection checkpoint at Heathrow 3hrs before my connecting flight, the last leg of my trip. An agent insists on checking in my hand luggage since my plane is full. And then they lose it. I claim it at the arrival airport immediately. Now it's been three weeks, no communication whatsoever, the online status is still “Searching for your bag” with no updates. My conclusion is that the BA males no effort to find my missing bag and they don't care. ",1,8th August 2023,United Kingdom
96,✅ Trip Verified |  Late boarding led to a one hour flight leaving two hours late. A single BA staff member turned up to board a full flight shortly before the flight was due to depart. There had been no previous announcement of the delay. Once on board the captain blamed Frankfurt ground staff for delaying takeoff when clearly late boarding had resulted in a missed departure slot.,1,5th August 2023,United States
97,✅ Trip Verified | As usual the flight is delayed. BA try to blame someone for the inability and incapacity of delivering what they sell. Why don't you hire enough personnel to fulfil your staff demand. ,1,4th August 2023,United States
98,✅ Trip Verified |  I had the most fantastic BA Flight today. The cabin crew in my seat zone 6D were of the best I have experienced. Although the 777 had the old style rear/front seating - it was comfortable and felt open and spacious. BA have done great things with the menu - it was nice not to have to eat breakfast food on the pre-arrival meal into HKG at 1730PM local time having left London at 2200 the night before. The dinner offering was equally ample and delicious. The inflight entertainment had a great collection of TV and current films and the inflight map was first rate. Previously not a huge BA fan - but after this 12 hour flight I could only recommend it without reserve. I flew the new BA suite in J class on a recent Delhi to London flight and enjoyed that product (although I felt it slightly more cramped ) but I think BA have stepped up with really comfortable bedding and food and very friendly crew who engaged throughout the flight in the best way. Couldn't recommend BA more on this flight today,10,1st August 2023,United Kingdom
99,✅ Trip Verified |  Couldn’t book in online. Arrived at check in to find we had been bumped off due to overselling. No BA staff available. Very helpful Gatwick staff got us a bus to LHR and a flight to Toulouse. Had knock in effect on our car booking and sharing as the rest of family had been able yo board original flight. Airlines should be legally stopped from selling seats twice.,1,31st July 2023,United Kingdom
100,"✅ Trip Verified | London Heathrow to Mumbai in a Boeing 787-8 in Business Class. The lounge near Terminal 5, Gate B36 at Heathrow was outstanding in its service and offerings. It provides us just the right frame to relax in before boarding as the departure was delayed by almost 2 hours. The 787-8 on our flight featured the older Club World seating. Not the best in class but comfortable enough. I hear that the new Club Suites configuration is far superior. British Airways onboard service was outstanding in every respect. All in all, a very comfortable flight. One minor irritant: for some reason this aircraft was not fitted with WiFi. We got into Mumbai at 8 am, a civilized time to arrive.",9,31st July 2023,United States
101,"✅ Trip Verified | Keflavík, Iceland to London Heathrow on an A320 in Business Class. The journey got off on an unpleasant note - the Business Class line at Keflavík was so long that it looked like an Economy Class check-in. It took over 30 mins to get through. There was no lounge access offered. The boarding process was well handled. British Airways Business Class seats for the Club Europe product are terrible - exactly the same as Economy with the middle seat left vacant. You don't even get extra pitch. What made the overall product tolerable were the good onboard service and the inflight WiFi. Also the fact that the flight leaves at a convenient mid-morning time of 10:40 am.",6,31st July 2023,United Kingdom
102,"✅ Trip Verified | Terrible Experience with British Airways. I booked a flight with BA to travel from Gibraltar to London Heathrow on May 10, 2023. My flight was scheduled to leave at 4:00 p.m. in the afternoon. I had originally planned on leaving my luggage at Heathrow upon arrival and travelling to visit and overnight at my cousin's place. En route to GIB airport a few hours prior to departure, I checked my flight details and found out that my flight had been cancelled. I had a connecting flight booked with Westjet from London Heathrow to Vancouver the following day and I had to make that flight, so it was imperative that I got to London. I checked the BA website and couldn't find any other flights with them that would work, so unfortunately I made the mistake of requesting a refund. I managed to find a flight out of Malaga that got me into London just after 10:00 p.m. so I booked that and then called British Airways as I wanted to discuss compensation. That's when they advised me that because I had requested a refund (they used the phrase ""abandoned"" travel with them), they were not prepared to do anything for me. Apparently, I should have called them first, and then they would have made the arrangements. Of course they don't explain that on their website - they just ask if you want a refund and then proceed. And even when I plead my case with the agent at Malaga airport and then followed up with Customer Relations several times via email, they flat out refused to budge. I had used a travel voucher to cover the cost of my flight and had used Avios to cover the cost of my checked baggage, so in other words no out of pocket costs for the trip. Once this incident happened, I ended up spending 660 euros in airfare and checked baggage charges to get to London from Malaga (i.e., different airport than the one I had originally booked from). And because the luggage storage facility at Heathrow had closed by the time I eventually arrived, I ended up booking a night at a hotel since I couldn't travel by train to my cousin's place any longer (3 bags in tow) and I didn't want to put him out and have him drive to the airport to pick me up. This cost me another £125 in room and meal costs. All BA ended up doing to compensate me was to give me 5,000 free Avios - a mere pittance compared to my out of pocket expenses. Despite trying to explain to them why I requested the refund instead of calling them first, they wouldn't budge. Very easy for them to say what I should have done since they work there and know the rules and they weren't the ones scrambling to find alternative travel arrangements within a few hours. I pointed out that on their website they should simply instruct customers to call them when this situation happens, and that way they would never encounter this problem. My feeling is that they put the refund option out there in the hope that customers will make the mistake I did so they can then wash their hands of the situation and ultimately save money. I've been an Executive Club member for years and they simply didn't care. They said there was nothing they could do. I'm sure if one of the BA executive's friends or family members had gone through this, staff there would have been given the instruction to make things right. I used to be a fan of BA but they have really gone downhill in my opinion. Once I used up my remaining Avios and travel credit, I will cancel my Executive Club membership and never fly with them again.",1,29th July 2023,United States
103,✅ Trip Verified | An airline that lives in their past glory and heading a future of crisis is British Airways. I am not joking we are a family of 7 all in Business Class heading for a Norwegian and Arctic Cruise and they lost 10 of our bags! They will never see me on any of their flights ever a disaster of an airline,1,26th July 2023,Australia
104,"✅ Trip Verified |  Check-in Desk rude and dismissive. Flight late but seems the new norm. One world emerald, club world check-in. Staff uncommunicative, did not know what baggage allowance entitled to, once raised (politely) became argumentative and accusatory.",2,26th July 2023,United Kingdom
105,"✅ Trip Verified | I chose British Airways especially because I was going to travel with my niece and nephew, and wanted everything to work well. What a disaster! First, it took me two hours to do the check-in online due to a technical problem. I also had to spend more than 20 minutes in a call to a UK number from my Spanish cell phone because that’s the only service they provide on weekends. Then, at the airport, when there was the boarding time, we had to wait with the rest of the people for almost two hours standing on the line without knowing what was going on. They just told us to wait. Finally we could access the plane. After 40 minutes inside, they told us to leave the plane again and told us the flight had been cancelled. We had to take our luggage and queue again for a couple of hours. Then, do the check in again and wait for another flight to take off, which was again delayed! We spent almost 12 hours at the airport. No information was provided, no solutions were offered. We had to seat in the last raw (when I had paid to seat on the first half of the plane). No money was refunded no apologizes or compensation was given. I also had pre-purchased food and they couldn’t provide the service. All in all, terrible. Never again!",1,25th July 2023,United Kingdom
106,"Not Verified | I booked Premium Economy from INV to LAX (via LHR). They notified me of a cancelled flight on my return journey and rebooked me on a flight that my connecting flight arrived too late for! Then they cancelled a flight on my journey to LAX! They then cancelled the rebooked flight on the return journey and rebooking me back on the first flight that they had rebooked me on - the flight that I have no chance of making as my return flight arrives too late into LHR. They re-routed me from LAX to JFK to LHR - which I would have accepted - but they booked the journey in Economy (LAX to JFK) which my husband (6'4"" with a knee injury) - cannot do and now they won't change it - even though they have a direct flight from LAX to LHR with Premium Economy and unacceptable flight allows us 54 mins to transfer flights at JFK - and my husband won't be able to walk slowly, let alone quickly, after enduring the 6-hour flight from LAX to LHR. I have chatted only to have my calls disconnected and I also have online chat which proves I did not accept this re-routed flight to JFK but they won't budge.",1,24th July 2023,United Kingdom
107,"✅ Trip Verified | A simple story with an unfortunate outcome that really could happen to anyone. My partner and I recently started working after studying purchased two tickets to travel from London City Airport to Frankfurt. When we purchased the tickets, I mistakenly entered my name twice (e.g. Mr John Smith and Ms John Smith). Little did we know that our 1 simple mistake would cost us over 300 pounds. Upon arriving at the airport we were told there was no way to change the name (apparently they can only change 3 letters where there has been a typo?) and I had no other option to purchase the last remaining ticket if I wanted to board the flight - the price: almost seven times (!) higher than my original ticket. Zero empathy was shown. Zero alternative was offered. Trusting BA's staff and under the pretence that there was apparently no other way we could board the flight we bought this ticket. Immediately after I purchased the ticket I contacted BA's 'Commercial Change Booking Team' and informed them of our situation. The service representative apologised and told me they could have changed the name at the cost of a small fee. He offered to cancel my original ticket and issue me a partial refund then, advising me that I had a claim to the difference and I should contact Customer Support to do so. I told this person several times I wanted to claim the cost of the new ticket and even asked him explicitly if by accepting this offer, I would be denied from claiming the cost of the new ticket. He said no, I could claim the difference. Fair enough - we accepted this offer and lodged a ticket with Customer Support for the difference. Two days later, British Airways Customer Response informed us that we were unable to lodge a claim because we had 'voluntarily accepted the cancellation before the flight'. They've continued to send generic emails until this week, when they just stopped responding. So in short, British Airways misled and deceived my partner into accepting a lowball offer to waive our right to claim a refund. It keeps me up at night thinking how they can do this and get away with it so easily.",1,21st July 2023,United Kingdom
108,"✅ Trip Verified |  Flight was delayed due to the inbound flight arriving late. There was no announcement to inform of the delay nor were the sceens updated. When ready to board we were requested to take our seats quickly to help reduce the delay, which people did. The pilot then announced he had received the documents for the wrong flight from ground staff, so we had to wait while they returned to get the right paperwork. After this was resolved, the pilot announced there would be a delay as there was only two push back tractors and we had to wait again. So after rushing to sit quickly, we sat the the aircraft at the gate for nearly one hour, which is longer than the flight takes ! Of course AMS is not BAs home base and it uses contracted staff here, but it should require a better level of service, It was embarrassing hearing the pilot apologise at every step of the way. It’ll be Eurostar for me next time.",4,21st July 2023,Sweden
109,"Not Verified |  Fast and friendly check in (total contrast to Gatwick). The contract lounge is comfortable and spacious with a bar and pleasant staff but you have to pay for alcohol after the one free glass of wine. Food best avoided. On board, great crew and dinner was actually good quality and substantial apart from the ""chocolate and orange pot"" that seems to appear on every flight - have they bought up the global stock? The crew were always ready to top up drinks although white wine and beers were lukewarm. The crew explained that the carts are supposed to be chilled - from experience they rarely are. Is dry ice so expensive that BA can't afford it?",8,20th July 2023,United States
110,"✅ Trip Verified |  I don't understand why British Airways is classified as a 4 star airline? The service is really mediocre. The food is untasty and insufficient for a long haul trip. Some members of the cabin crew are friendly but they are not attentive enough and create a very basic experience. This really is all about getting from point A to B without what it used to be an enjoyable trip making experience. The inflight entertainment is fairly good, but you do need to bring your own water not to get dehydrated, some snacks and ideally food and perhaps smile to yourself as otherwise you are faced with just a cold, personality less experience. ",2,20th July 2023,Canada
111,"Not Verified |  I'm sure that BA have gradually made their economy experience (BA Euroflyer out of Gatwick) so miserable that passengers are tempted to upgrade to the lacklustre and overpriced business class. Long wait at the biz checkin ( due to status ) and dealt with by a bored agent - OK third party, but still representing BA - who hardly spoke and avoided eye contact and was more focussed on her fingernails. Lounge was crowded and grubby but at least the staff there are pleasant and helpful On board the seats are cramped and uncomfortable and it took over two hours before crew appeared with food sales and the ""free water"" which on Gatwick services consists of a half full plastic cup rather than the luxury of a small bottle.. A fellow passenger mentioned the delay and the fact that they had no sandwiches for sale which prompted the flight attendant to say that the service was much better on Easyjet who do two service runs etc.",2,20th July 2023,Ireland
112,"✅ Trip Verified |  Customer Service does not exist. One world emerald, frequent long haul flyer (including BA) - never seen such poor customer service or “computer says no”. Official BA.com site said all morning and afternoon that flight from Gatwick, delayed 2 hours. Delayed leaving for airport -only for BA to change back to original time. Called BA customer service 1.5 hours prior from highway saying situation - told not to worry, would note and flight rebooked if issue but go to airport. Got to airport 40 mins prior told could not board and that staff did not work for BA so could not help. Back on phone, 3 hours in total to be told could be rebooked, then couldn’t be, round and round. Ultimately told to file complaint. Then found out flight left 2 hours delayed. Paid for extra hotels flights with more competent airlines and now told 38 days wait for complaints to be responded to - heavens help economy and non-status flyers if that’s what the front end of the plane gets!",1,18th July 2023,United Kingdom
113,"✅ Trip Verified | Another really great pair of flights, on time, no problems at all, champagne was ok and my meal choices were great, the new club suite is a good improvement over the previous seat, in flight entertainment could have been better, can’t wait to fly with BA again and enjoy another great experience.",9,17th July 2023,United States
114,"Not Verified |  Our A380 developed a fault taxiing to the runway - we returned to the gate only to then have the flight cancelled about 3 hours later due to a technical fault. All the while, BA staff were virtually non-existent, it was finally the captain who announced the flight was cancelled. BA provided an alternative the next day involving a connection but it was very much take this or else you were on your own. No arrangements or help made with overnight accommodation or transport,  Finally managed to get the legal minimum £520 compensation out of BA for the 26 hour delay they caused to my journey, and expenses were reimbursed too, but even this took four weeks. The fact that as a Business Class customer BA pays the minimum they can get away with says it all - they couldn't care less about customers, have no interest in loyalty and aren't bothered about your business. Given its our flights that pay BA's way, I'd suggest to anyone they take their hard earned cash to another airline who might at least care less about their customers. Not recommended. ",1,17th July 2023,United States
115,Not Verified | Horrible airline. Does not care about their customers. Used to be decent but has now since really fell off. A flight time of 5 hours and 30 mins but no meal while the flight attendants were having their eggs and sausage in the back? Didn't even offer juices. I would stick with another airline.,2,16th July 2023,United States
116,"✅ Trip Verified |  My family and I have flown mostly on British Airways for the last 30 years. I am a priority passenger and fly often enough to recognise cabin crew and know some by name. They used to be a really good airline to fly with. Things have really deteriorated with their face to face customer care since the pandemic. The aircraft look worn. For example, on my flight back my audiovisual equipment did not work and had to be reset twice, finally working in the last hour before we landed. The second time around, I think the reset was done for the whole aircraft. The touch screen function on my screen did not work. The USB charger ports on my seat did not work. The staff were pleasant enough, but their service oozed mediocrity.  There did not seem to be much pride in what they were doing. The food has been the worst part on our BA flights since the pandemic. They gave us a menu, asked what we’d like, did a check and then told us that it was not available as they had run out and would we like to choose something else. They then told us that we’d get first choice at the second service which they couldn’t deliver on. Finally after choosing and getting whatever it is that we did, the food was tasteless. We take part in post flight surveys regularly and have stated all of this, to no avail. As a family of 3, we fly British Airways medium to long haul regularly, possibly 4-6 times a year each. For us, the good things about flying BA are that we are priority customers, usually have a direct flight to our destinations and get good service on the ground, when checking in and in the lounges when we use them.",4,9th July 2023,Hong Kong
117,"✅ Trip Verified |  This has been by far the worst service I have had on a plane. It's very obvious that if you are flying economy and not a frequent traveler of British Airways, they care very little about you. We had to wait an hour for them to even open the check-in. Once they did, they had 5 lines and only one that serviced economy. Even though the line for economy was three times the length of the premium classes. Then they told economy passengers that all bags had to be check and no carryon due to a full flight and no room in the overhead compartments. Once we arrived at the gate, there were not enough seats to fit everyone and you couldn't leave the boarding area. I will never fly this airline again! ",2,9th July 2023,United Kingdom
118,"✅ Trip Verified |  In Nov 2022 I booked and paid for a return journey to New Zealand. On my return journey my final flight was from London to Edinburgh. On trying to check in I was told my ticket ‘did not exist’. I showed evidence of my flight being booked and paid for but was denied a ticket. My only option was to buy a ticket for a later flight which cost £265.07. Since Nov 22, ie, 8 months ago, I have communicated multiple times with BA in an attempt to have my money returned. They have admitted responsibility for their error which cost me £265. I finally received word from them that they have decided to refund me the sum of £32.14. I have asked for an explanation but have received none, only a polite e mail informing me that the decision was checked and was correct. I do not intend to let this matter go. A company worth billions of pounds will not return an honest refund. PS, they also lost my luggage and did nothing to help me retrieve it. I tracked it down myself a week later to Edinburgh airport and picked it up myself.",2,8th July 2023,United Kingdom
119,Not Verified | BA is not treating its premium economy passengers with respect. You pay for a premium economy service and are then compelled to use the economy toilets at the back of the plane. This is short-changing passengers. ,4,6th July 2023,United States
120,"✅ Trip Verified |  24 hours before our departure on BA059 to Cape Town from Heathrow on Thursday 29th June, we did an online check-in. Seats had already been allocated for my wife and I - 41 E and F - which are the middle two seats of the central block of four. These were totally unsuitable for us as we are in our late 70's and getting in and out of seats to stretch our legs or go the the toilet would mean climbing over a person on the aisle. But there were no other seats available. We got to Heathrow about 6 hours before departure and tried to change seats at check-in, to no avail, although the lady was very sympathetic and tried her utmost. She did offer us an upgrade to Premium Economy but at 450GBP each it was beyond our affordability. She said we should try again at the departure gate but that also failed. We spoke to a member of the flight crew who was totally unsympathetic. The economy seats are so tiny that I was jammed shoulder to shoulder between by wife and a stranger, with knees touching the seat pocket in front. For 12 hours we suffered. When we did manage to get out of our seat due to the kindness of the young lady next to me on the aisle, it was a mission trying to clamber past the reclined backrest in front of me. BA Economy is absolutely awful. The evening meal was near-inedible - both choices were spicy foods which are not very suitable when flying, especially for an older person. The breakfast Spanish Omelette was, however, not bad at all. The previous day we had flown economy from Malta to Heathrow on Malta Airlines and that 3 hour trip was a pleasure. The seats are wide and there is ample legroom. If they can do it, then why not British Airways.",1,5th July 2023,United Kingdom
121,"✅ Trip Verified |  We arrived at Heathrow at 0600 to find our flight to Ibiza was cancelled by BA with no explanation. As if that wasn’t galling enough, the customer service from BA at the airport was non-existent! There was no explanation, no apology and no assistance in finding an alternative flight. We’ve managed to find another flight from Stansted but that isn’t until much later today, thus wasting a chunk of our short trip. I simply don’t understand why BA don’t proactively contact their customers to notify them of a cancellation, and work with them to resolve the problem. Shocking customer service!",1,5th July 2023,United States
122,✅ Trip Verified |  Original flight was cancelled with no explanation. There was no representative to help in rebooking We had to call customer service (long distance call) The line kept dropping Had to do 40 + calls to find new booking only to discover the only way I could fly the next day was by paying business class. No help with hotel for the night stay.,3,4th July 2023,United Kingdom
123,"Not Verified |  Airport check in was functionary with little warmth but some efficiency. Flight was delayed with no communication given. Boarding was chaotic and no management of the process by ground staff. Seats on board are tight and you really feel like they have crammed in every seat possible. There is next to no recline. However I was thankful that there was no recline. If the person in front had even the slightest recline they would be in my face owing to how tight the seats were spaced on this A321 aircraft. No amenities on this flight except for a toilet that was clean but small. No IFE, no food and beverage unless you pay extra but the staff were friendly. Luggage arrived at the carousel within a very short amount of time.",3,3rd July 2023,United Kingdom
124,✅ Trip Verified |  Flight fine. In-line with competitors. Pleasant crew. Only niggle is bussed to and from aircraft at Heathrow. It seems like this is standard for the Berlin flights. Would use again.,10,2nd July 2023,United Kingdom
125,✅ Trip Verified |  Came from Glasgow to London and took connecting flight American Airlines from London to North Carolina. It's my third day here in North Carolina and still waiting for my luggage. They didn't even bother to transfer the luggage to connecting flight. Luggage are still in Glasgow. ,1,30th June 2023,United States
126,"✅ Trip Verified |  My flight on on 12 May 2023 got delayed an hour and 25 minutes which resulted in the cancellation of our connection flight on 12 May 2023 as the arrival of the first flight was only 15 before the departure of the second connecting flight. We contacted the BA call center multiple times to make changes to the flight in order to still arrive on the 12th of May to KEF airport through different flights. The team tried to find a solution but none made sense, not even on the next day the 13th of May 2023. We have made full booking of accommodation, car rental, activities etc for the vacation in Iceland. The cancellation of of these booking is not refundable. The call center suggested that we cancel the flight for a full refund, then claim compensation for the delay and difference in airfare cost and other non refundable bookings due to the delay and cancellation of our flight. British Airways responded to the claim after a month with no compensation at all, even though we paid additional $600 on new bookings and additional charges. The refund of the cancelled flight took more than a month with multiple calla to follow up almost every week. I was promised to get refund on the first call but later I found out it was not processed properly. Every-time I call the agent ask questions about why flight was canceled etc which is annoying when my understanding everything was under process for payment. After multiple calls I was refunded partially and not the full amount which is even bizarre from a company of this level. I had to make more calls to get the remaining balance refunded. The whole experience was terrible.",1,29th June 2023,United Kingdom
